title,genre,length,year,plot,star,n_vote,box_office,director,cast
Port Authority,"Drama, Romance",101 min,(2019),"Paul must confront his white boy realness after arriving in New York and getting involved with explosively divisive groups: the queer ballroom scene and some straight debt collectors, while falling in love with a trans woman.",6.4,"1,035",N/A,['Danielle Lessovitz'],"['Fionn Whitehead', 'Leyna Bloom', 'McCaul Lombardi', 'Louisa Krause']"
Like It Is,"Drama, Romance, Sport",97 min,(1998),"A tough young boxer struggles to come out in England. Having travelled to London, from his smaller town, he meets and falls for a twenty-something music producer. But love doesn't come easy.",6.4,"1,789",$0.09M,['Paul Oremland'],"['Steve Bell', 'Dani Behr', 'Ian Rose', 'Tony Van Silva']"
Writing Kim,"Comedy, Drama",78 min,(2020),"Annie, an aspiring writer, travels cross country to visit her her affluent, older, married friend Kim. As Annie's informal writer's retreat unfolds, she is increasingly inspired and intrigued by Kim's charismatic charm and fluid sexuality.",6.4,50,N/A,[],"['Destee Klyne', 'Alison Ward', 'Steve Johnston', 'Jett Klyne']"
Saturday Church,"Drama, Fantasy, Music",82 min,(2017),"A 14 year-old-boy, struggling with gender identity and religion, begins to use fantasy to escape his life in the inner city and find his passion in the process.",6.4,"1,187",N/A,['Damon Cardasis'],"['Michaela Jaé (MJ) Rodriguez', 'Indya Moore', 'Margot Bingham', 'Regina Taylor']"
Changing the Game,"Documentary, Drama, Sport",88 min,(2019),"Transgender high school athletes from across the country compete at the top of their fields, while also challenging the boundaries and perceptions of fairness and discrimination.",6.4,283,N/A,['Michael Barnett'],"['Mack Beggs', 'Sarah Rose Huckman', 'Terry Miller', 'Ngozi Nnaji']"
The Dying Gaul,"Drama, Romance, Thriller",92 min,(I) (2005),A grief-stricken screenwriter unknowingly enters a three-way relationship with a woman and her film executive husband - to chilling results.,6.4,"2,478",$0.34M,['Craig Lucas'],"['Peter Sarsgaard', 'Campbell Scott', 'Patricia Clarkson', 'Ryan Miller']"
The Male Gaze: Nocturnal Instincts,Drama,98 min,(2021),Strap yourself in for an exhilarating journey into darkness with these five award-winning short films from across the globe that delve into heart-pumping escapades varying from the ...                See full summary »,6.4,96,N/A,[],"['Tijmen Govaerts', 'Gabriel Omri Loukas', 'Vincent Xi Chen', 'Piotr Biedron']"
Kelet,Documentary,54 min,(I) (2020),"Kelet is a young Somali trans woman who dreams of becoming a Vogue model. Leaving her family in Manchester to return to her childhood home in Finland, she draws on the support of her ...                See full summary »",6.4,112,N/A,['Susani Mahadura'],"['Kelet', 'Lola', 'Ofimja', 'Amanda']"
Like It Never Was Before,"Drama, Romance",108 min,(1995),"The Runeberg family is an ordinary middle class family, with a house in a suburb, a car and three children. By vacationing in a rented house by the sea, the hope is that the tension and ...                See full summary »",6.4,988,N/A,['Susanne Bier'],"['Loa Falkman', 'Stina Ekblad', 'Simon Norrthon', 'Philip Zandén']"
The Throwaways,Drama,110 min,(2012),Straight-A--and anything-but-straight Olivia is trying to find a safe place to be herself. This showcases the tenuous nature of LGBT acceptance in the US as well as the comfort to be found in new friends and allies.,6.4,23,N/A,['Jessica King'],"['Ashley Andersen', 'Hannah Aubry', 'Kristin Barnett', 'Kate Black-Spence']"
Erik & Erika,"Biography, Drama, History",89 min,(2018),Erik/Erika Schinegger - the ski sensation that became media sensation. As Erika she was celebrated. As newly discovered Erik repudiated and accused of fraud. A true story about the ...                See full summary »,6.4,175,N/A,['Reinhold Bilgeri'],"['Markus Freistätter', 'Martin Mak', 'Marianne Sägebrecht', 'Ulrike Beimpold']"
Eternals,"Action, Adventure, Fantasy",156 min,(2021),"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",6.3,"384,565",$164.87M,['Chloé Zhao'],"['Gemma Chan', 'Richard Madden', 'Angelina Jolie', 'Salma Hayek']"
Mary Queen of Scots,"Biography, Drama, History",124 min,(2018),"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",6.3,"55,143",$16.47M,['Josie Rourke'],"['Saoirse Ronan', 'Margot Robbie', 'Jack Lowden', 'Joe Alwyn']"
Loving Annabelle,"Drama, Romance",77 min,(2006),"The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.",6.3,"13,459",$1.10M,['Katherine Brooks'],"['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge', 'Michelle Horn']"
Punch,"Drama, Romance, Sport",98 min,(I) (2022),"Jim is preparing for his first professional fight but begins to rethink his life's trajectory and his sexuality after tangling with Whetu, a gay Maori boy who spends his days in an old shack down by the beach.",6.3,"1,336",N/A,['Welby Ings'],"['Tim Roth', 'Jordan Oosterhof', 'Conan Hayes', 'Abigail Laurent']"
Screwed,"Biography, Comedy, Drama",100 min,(2017),"Screwed (orig. Pihalla) is a Finnish drama film about two 17-year-olds, Miku and Elias, who find themselves, and each other, during a summer in the Finnish countryside and discover that love is not as easy as it seems.",6.3,"1,811",N/A,['Nils-Erik Ekblom'],"['Mikko Kauppila', 'Valtteri Lehtinen', 'Sanna Majuri', 'Sami Huhtala']"
Marinette,"Biography, Drama, Sport",95 min,(2023),"Biopic of Marinette Pichon, first french female soccer player to sign on to the American professional league, record-woman in number of goals per game and selections for the French national team .",6.3,353,N/A,['Virginie Verrier'],"['Garance Marillier', 'Émilie Dequenne', 'Alban Lenoir', 'Fred Testot']"
Poison,"Drama, Horror, Romance",85 min,(1991),"A boy shoots his father and flies out the window. A man falls in love with a fellow inmate in prison. A doctor accidentally ingests his experimental sex serum, wreaking havoc on the community.",6.3,"5,020",$0.61M,['Todd Haynes'],"['Edith Meeks', 'Larry Maxwell', 'Susan Norman', 'Millie White']"
Baby Steps,"Comedy, Drama, Romance",92 min,(II) (2023),"A year after the death of their beloved Lily, Beau and Caden learn that she froze some of her eggs and they must decide whether they are ready to take the next step in their relationship and become parents.",6.3,104,N/A,['Stewart Wade'],"['Patrick Zeller', 'Matt Pascua', 'Alec Mapa', 'Alexandra Paul']"
The Surrogate,Drama,93 min,(IV) (2020),"A web designer for a nonprofit in Brooklyn, is ecstatic to be the surrogate and egg-donor for her best friend and his husband. Twelve weeks into the pregnancy, a prenatal test comes back with unexpected results that pose a moral dilemma.",6.3,610,N/A,['Jeremy Hersh'],"['Jasmine Batchelor', 'Chris Perfetti', 'Sullivan Jones', 'Brooke Bloom']"
Manji,"Drama, Romance",80 min,(2006),"Sonoko, an obedient and unhappy housewife falls in love with the young and mysterious artist Mitsuko, initiating a series of events involving betrayals and disappointments between the two women.",6.3,50,N/A,['Noboru Iguchi'],"['Yoshiyoshi Arakawa', 'Cosmosco', 'Fujiko', 'Hironobu Nomura']"
Honeymoon,"Drama, Thriller",98 min,(2013),"It should have been the best day of her life, but then a strange guest with a stranger claim entered the marriage merriment. About the shadows which catch up with each of us.",6.3,528,N/A,['Jan Hrebejk'],"['Anna Geislerová', 'Stanislav Majer', 'Jirí Cerný', 'Kristýna Nováková']"
Hiraite,"Drama, Romance",121 min,(2021),"Ai has had a crush forever on her classmate Tatoe. When she finds out that Tatoe is in a secret relationship with another girl, she sets out to sabotage their plans for the future.",6.3,184,N/A,['Rin Shutô'],"['Anna Yamada', 'Ryûto Sakuma', 'Haruka Imô', 'Yuka Itaya']"
Dragonfly Boy,"Drama, Romance",90 min,(2021),"Freshly 21-year-old Graham is currently in a battle over who he is and who he loves. In a world full of opinions and self-hatred, we watch as he endures this struggle and how he grows with himself and the amazing people around him.",6.3,92,N/A,['Jake Hotaling'],"['Ethan Rhoad', 'Maddie Touri', 'Daniel Khat', 'Danielle Jarosz']"
The Male Gaze: First Kiss,"Comedy, Drama",98 min,(2018),"Be moved and entertained by these relationships between men that culminate in a kiss. From regret to introspection to fighting back and all-out laughter, a confection of emotions await.",6.3,99,N/A,[],"['Evan Todd', 'Grant Jordan', 'Jacob McCarthy', 'Boone Platt']"
Margarita,"Comedy, Drama",90 min,(2012),"Behind the facade of a beautiful urban home, a combination of complacency and bad investments has left power couple Ben and Gail disconnected, resentful and just about broke. When the ...                See full summary »",6.3,459,N/A,[],"['Nicola Correia-Damude', 'Patrick McKenna', 'Claire Lautier', 'Christine Horne']"
No Way Back: The Reality of Gender-Affirming Care,Documentary,91 min,(2023),"Six young people discuss the ""gender affirming"" medical care they received for gender dysphoria and how they subsequently realised this was the wrong treatment.",6.3,168,N/A,['L.E. Dawes'],"['Michelle Alleva', 'David Arthur', 'Sasha Ayad', 'Laura Becker']"
The French Boys 4,"Drama, Romance",92 min,(2022),"Thirsty one night stands, confused straight boys, rooftop confessions and a ménage-à-trois that explodes with hilarious results - it's all just part of the package in this latest offering of spirited story-telling from our Gallic friends.",6.3,16,N/A,[],"['Youssouf Abi-Ayad', 'Pascale Arbillot', 'Philippe Bas', 'Fred Bianconi']"
Boys on Film 19: No Ordinary Boy,"Drama, Romance",N/A,(2019),This collection of 10 shorts is the 19th film from the series Boys on Film.,6.3,54,N/A,[],[]
Costa Brava,"Comedy, Romance",90 min,(1995),"In Barcelona, Anna is a tour guide working on her monologue, in which she's a Communist housewife whose lesbian neighbor is an object of curiosity. She's sent an audition tape to San ...                See full summary »",6.3,85,N/A,['Marta Balletbò-Coll'],"['Desi del Valle', 'Marta Balletbò-Coll', 'Montserrat Gausachs', 'Joseph Maria Brugues']"
Mixed Kebab,"Drama, Romance",98 min,(2012),Ibrahim chooses to live with Kevin over marrying his cousin Elif.,6.3,"1,308",N/A,['Guy Lee Thys'],"['Cem Akkanat', 'Simon Van Buyten', 'Gamze Tazim', 'Karlijn Sileghem']"
All About Love,"Comedy, Romance",105 min,(2010),"""All About Love"" depicts the lives of two early 40s women Macy (Sandra Ng) & (Vivian Chow) Anita, who were once lovers. The women cross paths again when they both of them attend a ...                See full synopsis »",6.3,378,N/A,['Ann Hui'],"['Sandra Kwan Yue Ng', 'Vivian Chow', 'Eddie Cheung', 'William Chan']"
Flawless,Drama,97 min,(2018),Three teenagers from Jerusalem sell their kidneys to pay for cosmetic surgery and prom dresses. As a secret uncovers they realize nothing is as it seems.,6.3,193,N/A,[],"['Stav Strashko', 'Netsanet Mekonen', 'Noam Lugasy', 'Assi Levy']"
Frequency,Sci-Fi,N/A,(2014),"In the sci-fi world of Frequency, individuals have the ability to tune in to a frequency gaining them different skills, i.e. Clairvoyance, Telepathy, Time-travel, Healing, and Mental ...                See full summary »",6.3,36,N/A,['Piper Kessler'],"['Edith Snow', 'Thaddaeus Edwards', 'Eryk Pruitt']"
The Book of Gabrielle,"Comedy, Drama",80 min,(2016),"Gabrielle is writing an illustrated guide book on sex called 'How To Do It.' At a book signing she meets Saul, an established male writer who is straight. She both loves and hates his work ...                See full summary »",6.3,39,N/A,['Lisa Gornick'],"['Allan Corduner', 'Lisa Gornick', 'Joni Kamen', 'Anna Koval']"
Compared to What: The Improbable Journey of Barney Frank,"Documentary, Biography, Drama",87 min,(2014),"A portrait of recently retired Congressman Barney Frank, one of America's most well-known and least understood political figures.",6.3,223,N/A,[],"['Barney Frank', 'Spencer Bachus', 'Mike Barnicle', 'Neil Barofsky']"
Thor: Love and Thunder,"Action, Adventure, Comedy",118 min,(2022),"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",6.2,"398,728",$343.26M,['Taika Waititi'],"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson']"
Fantastic Beasts: The Secrets of Dumbledore,"Adventure, Family, Fantasy",142 min,(2022),Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,6.2,"169,463",$95.85M,['David Yates'],"['Eddie Redmayne', 'Jude Law', 'Ezra Miller', 'Dan Fogler']"
The Catcher Was a Spy,"Biography, Drama, War",94 min,(2018),Former Major League Baseball player Moe Berg goes undercover in World War II Europe for the Office of Strategic Services.,6.2,"11,715",$0.71M,['Ben Lewin'],"['Paul Rudd', 'Pierfrancesco Favino', 'Tom Wilkinson', 'Connie Nielsen']"
Blockers,"Comedy, Drama",102 min,(2018),Three parents try to stop their daughters from losing their virginity on prom night.,6.2,"85,615",$60.31M,['Kay Cannon'],"['Leslie Mann', 'John Cena', 'Ike Barinholtz', 'Kathryn Newton']"
Bad Moms,Comedy,100 min,(2016),"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",6.2,"134,317",$113.26M,[],"['Mila Kunis', 'Kathryn Hahn', 'Kristen Bell', 'Christina Applegate']"
Joe Bell,"Biography, Drama",94 min,(2020),"The true story of a small-town, working-class father who embarks on a walk across the U.S. to crusade against bullying after his son is tormented in high school for being gay. Meanwhile, he...                See full summary »",6.2,"9,509",N/A,['Reinaldo Marcus Green'],"['Mark Wahlberg', 'Reid Miller', 'Connie Britton', 'Maxwell Jenkins']"
Sebastiane,"Drama, Romance",86 min,(1976),"Reassigned to a lowly outpost, a Roman guard's Christian beliefs clash with his gay commander's desire for closeness. Being tortured becomes pleasurable.",6.2,"3,133",N/A,[],"['Leonardo Treviglio', 'Barney James', 'Neil Kennedy', 'Richard Warwick']"
Dream Boy,"Drama, Romance",88 min,(2008),"Based on the novel ""Dream Boy"" by Jim Grimsley, this film chronicles the relationship between two gay teenagers in the rural south in the late 70's.",6.2,"4,348",$0.01M,['James Bolton'],"['Stephan Bender', 'Thomas Jay Ryan', 'Diana Scarwid', 'Tom Gilroy']"
To the Stars,Drama,109 min,(2019),"Under small town scrutiny, a withdrawn farmer's daughter forges an intimate friendship with a worldly but reckless new girl in 1960s Oklahoma.",6.2,"2,043",N/A,['Martha Stephens'],"['Kara Hayward', 'Jordana Spiro', 'Tina Parker', 'Shea Whigham']"
Summoning Sylvia,"Comedy, Horror, Thriller",74 min,(2023),A gay bachelor party turns spooky when sinister spirits are suddenly summoned.,6.2,"3,148",N/A,[],"['Travis Coles', 'Frankie Grande', 'Troy Iwata', 'Noah J. Ricketts']"
Eating Out 2: Sloppy Seconds,"Comedy, Romance",79 min,(2006),"After Marc dumps him, Kyle unites with Gwen and Tiffani to land sexually confused art model Troy by pretending to be straight. However, Marc wants Troy, too, and members from a notorious ""ex-gay"" group are slipping for the both of them.",6.2,"4,098",N/A,['Phillip J. Bartell'],"['Jim Verraros', 'Emily Brooke Hands', 'Rebekah Kochan', 'Brett Chukerman']"
Confessions of a Brazilian Call Girl,"Biography, Drama",131 min,(2011),"After the adoptive daughter of a stable family leaves them for a new life as a prostitute, she rises to become a popular performer among her clients, and details her routine in her blog.",6.2,"7,939",N/A,['Marcus Baldini'],"['Deborah Secco', 'Cássio Gabus Mendes', 'Drica Moraes', 'Fabiula Nascimento']"
Holy Camp!,Musical,108 min,(2017),"Rebellious teens María and Susana spend their summer in a Catholic camp. With music as their common denominator, teen rebellion and ecclesiastic order will collide, creating a hymn to freedom and first love.",6.2,"4,516",N/A,[],"['Macarena García', 'Anna Castillo', 'Belén Cuesta', 'Gracia Olayo']"
The Last Straight Man,"Comedy, Drama, Romance",110 min,(2014),"Lewis is a closeted gay man throwing a bachelor party for his straight best friend and secret crush, Cooper. After a night of drunken sex together, the two men decide to meet in the same ...                See full summary »",6.2,"1,108",N/A,['Mark Bessenger'],"['Mark Cirillo', 'Scott Sell', 'David Alanson Bradberry', 'Victoria De Mare']"
The Firefly,"Drama, Fantasy, Romance",85 min,(2013),"After the sudden death of her estranged brother, Lucia accidentally meets his fiancée and falls in love with her.",6.2,"1,309",N/A,['Ana Maria Hermida'],"['Carolina Guerra', 'Olga Segura', 'Manuel José Chaves', 'Luis Fernando Orozco']"
Maja Ma,"Comedy, Drama",134 min,(2022),"A rumor about Pallavi Patel, a quintessential, middle aged, devoted housewife who is famous for her dance and cooking, threatens to disrupt her middle-class family's ethos, on the eve of her son Tejas' engagement with a rich, NRI girl.",6.2,"2,699",N/A,['Anand Tiwari'],"['Madhuri Dixit', 'Ritwik Bhowmik', 'Barkha Singh', 'Gajraj Rao']"
Miao Miao,"Comedy, Drama, Romance",83 min,(2008),"The bisexual owner of a record store and a new girl in town bond over Jack Kerouac. Meanwhile, a girl in her class falls in love with her.",6.2,"1,189",N/A,['Hsiao-tse Cheng'],"['Chia-Yen Ko', 'Sandrine Pinna', 'Wing Fan', 'Kang Ren Wu']"
Fervo,"Comedy, Fantasy, Horror",96 min,(2023),Three ghosts are trapped in a house and haunt each new resident in order to finish their mission on Earth so they can move on to the next life. That is until a couple of architects (Felipe ...                See full summary »,6.2,79,N/A,['Felipe Joffily'],"['Felipe Abib', 'Marcelo Adnet', 'Dudu Azevedo', 'Rosi Campos']"
The Blue Hour,Drama,87 min,(1992),"Theo, an attractive German call boy, markets himself to other men in the personal ads of Berlin papers and leads an otherwise quiet life across the hall from Marie. Marie and Paul share an ...                See full summary »",6.2,345,N/A,['Marcel Gisler'],"['Andreas Herder', 'Dina Leipzig', 'Cyrille Rey-Coquais', 'Christoph Krix']"
Mapacho,Drama,89 min,(2019),A TRANS-Amazonian love triangle,6.2,11,N/A,['Carlos Marin Tello'],"['Liliana Alegría', 'Fernando Cobeñas', 'Cristhian Esquivel', 'Valeria Ochoa']"
Oh Happy Day,"Comedy, Drama, Romance",100 min,(2007),"Two guys battle through the consequences of having had a one-night stand just before they started working together, and learn that to make a relationship work, you have to reveal everything...                See full summary »",6.2,330,N/A,['Ian Poitier'],"['Christopher Colquhoun', 'Jo Smith', 'Pooky Quesnel', 'Gerald Lepkowski']"
The Enchantment,"Drama, Mystery, Romance",109 min,(1989),"Love triangles are fun. They are especially fun with the involved including a psychiatrist, his secretary and a patient. Throw in a patient with multiple personalty disorder with a ...                See full summary »",6.2,56,N/A,['Shunichi Nagasaki'],"['Kumiko Akiyoshi', 'Masao Kusakari', 'Kiwako Harada', 'Tsutomu Isobe']"
Let the Summer Never Come Again,Drama,202 min,(2017),A young man leaves his village to go into the city to audition to enter a dance company. He then is involved in illegal activities such as boxing and sleeping with men for money. ...                See full summary »,6.2,98,N/A,['Aleksandre Koberidze'],"['Giorgi Bochorishvili', 'Mate Kevlishvili']"
UFC 297: Strickland vs. du Plessis,Sport,180 min,(2024),"From Toronto, Canada, Sean Strickland looks to defend his Middleweight title against Dricus Du Plessis. In the co-main event, Raquel Pennington and Mayra Bueno Silva compete for the vacant Bantamweight title.",6.2,46,N/A,['Anthony Giordano'],"['Arnold Allen', 'Christian Allen', 'Todd Anderson', 'Luciana Andrade']"
The Fall of '55,"Documentary, Biography, Crime",82 min,(2006),"In late 1955 and early 1956, the citizens of Boise, Idaho believed there was a menace in their midst. On Halloween, investigators arrested three men on charges of having sex with teenage ...                See full summary »",6.2,102,N/A,['Seth Randal'],"['Ron Bess', 'Peter Boag', 'Jack Butler', 'Melvin Dir']"
Love,"Drama, Romance",135 min,(II) (2015),"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",6.1,"66,394",N/A,['Gaspar Noé'],"['Aomi Muyock', 'Karl Glusman', 'Klara Kristin', 'Juan Saavedra']"
Sausage Party,"Animation, Adventure, Comedy",89 min,(2016),A sausage strives to discover the truth about his existence.,6.1,"209,552",$97.69M,[],"['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Alistair Abell']"
Room in Rome,"Drama, Romance",107 min,(2010),A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.,6.1,"26,151",N/A,['Julio Medem'],"['Elena Anaya', 'Natasha Yarovenko', 'Enrico Lo Verso', 'Najwa Nimri']"
Lightyear,"Animation, Action, Adventure",105 min,(2022),"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",6.1,"123,342",$118.31M,['Angus MacLane'],"['Chris Evans', 'Keke Palmer', 'Peter Sohn', 'Taika Waititi']"
Khufiya,"Action, Biography, Crime",157 min,(2023),"Krishna Mehra is an operative at Indian spy agency known as R&AW. She is assigned to track down the mole selling India's defense secrets, while all along grappling with her dual identity as a spy and a lover.",6.1,"6,768",N/A,['Vishal Bhardwaj'],"['Tabu', 'Ali Fazal', 'Wamiqa Gabbi', 'Azmeri Haque Badhon']"
Elena Undone,"Drama, Romance",111 min,(2010),"Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul.",6.1,"6,593",N/A,['Nicole Conn'],"['Necar Zadegan', 'Thunderbird Dinwiddie', 'Gary Weeks', 'Sam Harris']"
The Doom Generation,"Comedy, Crime, Drama",83 min,(1995),"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.",6.1,"17,832",$0.26M,['Gregg Araki'],"['James Duval', 'Rose McGowan', 'Johnathon Schaech', 'Cress Williams']"
Better Than Chocolate,"Comedy, Drama, Romance",101 min,(1999),"Maggie, 19, works at a lesbian/LGBT bookstore. Her mom's getting divorced and has invited herself to stay with Maggie. Maggie hasn't told her, she's lesbian. Her new girlfriend moves in as well.",6.1,"8,740",$2.01M,['Anne Wheeler'],"['Wendy Crewson', 'Karyn Dwyer', 'Christina Cox', 'Ann-Marie MacDonald']"
Valentino,"Biography, Drama",128 min,(1977),In 1926 the tragic and untimely death of a silent screen actor caused female moviegoers to riot in the streets and in some cases to commit suicide.,6.1,"2,143",N/A,['Ken Russell'],"['Rudolf Nureyev', 'Leslie Caron', 'Michelle Phillips', 'Carol Kane']"
First Girl I Loved,"Drama, Romance",90 min,(2016),"Seventeen-year-old Anne just fell in love with Sasha, the most popular girl at her LA public high school. But when Anne tells her best friend Clifton - who has always harbored a secret crush - he does his best to get in the way.",6.1,"4,042",N/A,['Kerem Sanga'],"['Dylan Gelula', 'Brianna Hildebrand', 'Mateo Arias', 'Pamela Adlon']"
Henry Gamble's Birthday Party,Drama,87 min,(2015),Preacher's kid Henry Gamble is turning 17 today. Bring your swimsuit.,6.1,"3,363",N/A,['Stephen Cone'],"['Cole Doman', 'Joe Keery', 'Elizabeth Laidlaw', 'Pat Healy']"
The Most Hated Woman in America,"Biography, Drama, History",91 min,(2017),"The life of Madelyn Murray O'Hair, the outspoken activist and founder of American Atheists.",6.1,"7,320",N/A,"[""Tommy O'Haver""]","['Melissa Leo', 'Brandon Mychal Smith', 'Juno Temple', 'Michael Chernus']"
Ellie & Abbie (& Ellie's Dead Aunt),Comedy,82 min,(2020),"17 year old Ellie is struggling to find the courage to ask her classmate, Abbie, to the formal. Luckily her Aunt Tara, a lesbian who died in the 80's has shown up as a ""Fairy Godmother"" to dish out advice, whether Ellie wants it or not.",6.1,741,N/A,['Monica Zanetti'],"['Marta Dusseldorp', 'Zoe Terakes', 'Sophie Hawkshaw', 'Julia Billington']"
Little Boy Big Boy,"Comedy, Drama",79 min,(2009),"Raymund is faced with the responsibility of taking care of his nephew, while also building a relationship with Tim.",6.1,42,N/A,['Joselito Altarejos'],"['Paolo Rivero', 'Ray An Dulay', 'Michael Cayetano', 'Marc Jacob']"
That Is All,"Drama, Romance",107 min,(2019),"While trying to navigate life as he enters his 30s, Ryan slips further into loneliness. A chance meeting with a friend's boyfriend, Sam, changes that and as they grow closer, Ryan must come...                See full summary »",6.1,276,N/A,['Mark Weeden'],"['Joel Ballanger', 'Al Braatz', 'Sara Hinding', 'Daniel Bossenberry']"
Anything,"Drama, Romance",94 min,(2017),This is a story about the infinite possibility of love.,6.1,813,$0.02M,['Timothy McNeil'],"['John Carroll Lynch', 'Matt Bomer', 'Maura Tierney', 'Margot Bingham']"
More Than Only,"Comedy, Drama, Romance",107 min,(2017),"A young gay man finds how to love himself and accept love from another, despite his father's disapproval.",6.1,736,N/A,['Michelle Leigh'],"['Jonathan Daniel Miles', 'Bjorn Anderson', 'Beth Dodge', 'Dennis Wells']"
BearCity 2: The Proposal,"Comedy, Drama, Music",110 min,(2012),"Kathy Najimy plays den mother to the returning cast of bears, boys and cubs, for a Bear Week bachelor party in Provincetown! Take a trip down the aisle with Roger and Tyler to one of the ...                See full summary »",6.1,611,N/A,['Douglas Langway'],"['Joe Conti', 'Gerald McCullouch', 'Stephen Lambeth', 'Chuck Southworth']"
You Are the Apple of My Eye,"Drama, Romance",114 min,(2018),"In Japan in the early 2000s Kosuke Mizushima is a popular yet childish high school student living a comfortable life. He wants to start a relationship with his classmate, but she's a serious honors student.",6.1,500,N/A,['Yasuo Hasegawa'],"['Yuki Yamada', 'Honoka Matsumoto', 'Asuka Saitô', 'Keisuke Nakata']"
Waiting in the Wings: The Musical,"Comedy, Music, Musical",107 min,(2014),"A mix-up occurs between a theatre geek and a hot stripper. Hilarity ensues when they realize to ""make it,"" they're going to have to learn some new tricks.",6.1,214,N/A,['Jenn Page'],"['Jeffrey A. Johns', 'Adam Huss', 'Rena Strober', 'Lee Meriwether']"
Before the Fall,"Comedy, Drama, Romance",92 min,(I) (2016),"A re-imagining of Jane Austen's ""Pride and Prejudice"" set in modern day, rural Virginia with Elizabeth Bennet as a man. Ben Bennet is an affluent but seemingly arrogant attorney who ...                See full summary »",6.1,"1,372",N/A,['Byrum Geisler'],"['Ethan Sharrett', 'Chase Conner', 'Brandi Price', 'Jason Mac']"
(A)sexual,"Documentary, Romance",75 min,(2011),"Facing a sex obsessed culture, a mountain of stereotypes and misconceptions, and a lack of social or scientific research, asexuals - people who experience no sexual attraction - struggle to claim their identity.",6.1,789,N/A,['Angela Tucker'],"['Aliza', 'Antonia', 'Barb', 'Joy Behar']"
Vilom,Drama,82 min,(2020),"Vilom, a lonely, isolated young man from India, is obsessed with becoming internet-famous and deeply confused about his sexuality. When he moves in with Amay, a dynamic, openly gay ...                See full summary »",6.1,102,N/A,['Sunder Pal'],"['Ambika Kamal', 'Manish Kumar', 'Navpreet Moti', 'Sunder Pal']"
Stand,"Drama, Mystery, Romance",87 min,(2014),A couple's search for the truth about a homophobic crime in Russia.,6.1,886,N/A,['Jonathan Taieb'],"['Renat Shuteev', 'Andrey Kurganov', 'Andrey Koshman', 'Ekaterina Rusnak']"
Margen de error,"Comedy, Drama, Romance",82 min,(2019),"Iris' quiet and peaceful life begins to change dramatically when she hosts Maia, her friend's daughter. When Iris realizes that Maia is in love with an older woman, she begins to wonder if she herself might be that woman.",6.1,31,N/A,['Liliana Paolinelli'],"['María Inés Aldaburu', 'Eva Bianco', 'Victoria Carreras', 'Laura Faienza']"
Campaign of Hate: Russia and Gay Propaganda,"Documentary, News",78 min,(2014),"As most of the world moves forward toward gay equality, Russia is seemingly heading backward. Antigay sentiment and legislation are spreading rapidly throughout the country. In 2013, the ...                See full summary »",6.1,116,N/A,[],[]
Global Warming,Drama,81 min,(2015),Four tales of love and lust from around the globe seen in over 180 film festivals on 6 continents. A Bollywood inspired romance starts a journey that leads everywhere from the Greek Isles to the Hollywood Hills.,6.1,81,N/A,[],[]
Pink Flamingos,"Comedy, Crime",93 min,(1972),"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",6.0,"27,789",$0.18M,['John Waters'],"['Divine', 'David Lochary', 'Mary Vivian Pearce', 'Mink Stole']"
Mike and Dave Need Wedding Dates,"Comedy, Romance",98 min,(2016),"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.",6.0,"95,065",$46.01M,['Jake Szymanski'],"['Zac Efron', 'Adam Devine', 'Anna Kendrick', 'Aubrey Plaza']"
